Country_name,year,Life_Ladder,Log_GDP_per_capita_x,Social_support_x,Healthy_life_expectancy_at_birth_x,Freedom_to_make_life_choices_x,Generosity_x,Perceptions_of_corruption_x,Regional_indicator,level_happiness,Life_Ladder_Avg,Log_GDP_per_capita_y,Social_support_y,Healthy_life_expectancy_at_birth_y,Freedom_to_make_life_choices_y,Generosity_y,Perceptions_of_corruption_y,MAE
Ireland,2020,7.093699932,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,Western Europe,2,7.166,11.2684,0.9472,72.2,0.885,0.1682,0.376,0.07230006800000055
Ireland,2021,7.085,11.342,0.947,72.4,0.879,0.077,0.363,Western Europe,2,7.143,11.265795664,0.9450163142,72.260157776,0.8839965954,0.1507569948,0.3656368343999999,0.05799999999999983
Israel,2017,7.331,10.57,0.916,73.1,0.768,0.145,0.793,Middle East and North Africa,1,7.331,10.57,0.916,73.1,0.768,0.145,0.793,0.0
Israel,2018,6.927,10.585,0.91,73.3,0.725,0.055,0.77,Middle East and North Africa,1,6.927,10.585,0.91,73.3,0.725,0.055,0.77,0.0
Israel,2019,7.332,10.601,0.946,73.5,0.834,0.085,0.743,Middle East and North Africa,1,7.332,10.601,0.946,73.5,0.834,0.085,0.743,0.0
Israel,2020,7.128600121,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,Middle East and North Africa,1,6.094,10.5694,0.9052,73.1,0.7704000000000001,0.1092,0.7798,1.0346001209999995
Israel,2021,7.157,10.575,0.939,73.503,0.8,0.031,0.753,Middle East and North Africa,1,6.093,10.545705058,0.9151142478,73.20005127,0.7693161176000001,0.1081187439999999,0.7781710119999999,1.064
Italy,2017,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,Western Europe,2,6.199,10.64,0.92,73.4,0.633,-0.035,0.867,0.0
Italy,2018,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,Western Europe,2,6.517,10.65,0.913,73.6,0.65,-0.021,0.888,0.0
Italy,2019,6.445,10.655,0.838,73.8,0.709,-0.082,0.866,Western Europe,2,6.445,10.655,0.838,73.8,0.709,-0.082,0.866,0.0
Italy,2020,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,Western Europe,2,6.195,10.635000000000002,0.9014,73.4,0.6382,-0.0566,0.8873999999999999,0.1924001500000001
Italy,2021,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,Western Europe,2,6.194,10.609767264,0.8975757141999999,73.520336914,0.656130398,-0.0524921998,0.8794809364,0.2889999999999997
Ivory Coast,2017,5.038,8.483,0.661,48.9,0.732,-0.111,0.771,Sub-Saharan Africa,0,5.038,8.483,0.661,48.9,0.732,-0.111,0.771,0.0
Ivory Coast,2018,5.268,8.523,0.621,49.5,0.713,-0.05,0.791,Sub-Saharan Africa,0,5.268,8.523,0.621,49.5,0.713,-0.05,0.791,0.0
Ivory Coast,2019,5.392,8.564,0.679,50.1,0.736,-0.017,0.799,Sub-Saharan Africa,0,5.392,8.564,0.679,50.1,0.736,-0.017,0.799,0.0
Ivory Coast,2020,5.233300209,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,Sub-Saharan Africa,0,4.305,8.48,0.6564,48.9,0.75,-0.0548,0.7724,0.9283002090000005
Ivory Coast,2021,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,Sub-Saharan Africa,0,4.247,8.446512228400001,0.6472097378000001,49.260754548,0.7355818654,-0.0529982312,0.7817543922,1.0590000000000002
Jamaica,2017,5.89,9.169,0.913,67.1,0.861,-0.13,0.883,Latin America and Caribbean,1,5.89,9.169,0.913,67.1,0.861,-0.13,0.883,0.0
Jamaica,2019,6.309,9.186,0.878,67.5,0.891,-0.137,0.885,Latin America and Caribbean,1,6.309,9.186,0.878,67.5,0.891,-0.137,0.885,0.0
Jamaica,2020,5.889800072,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,Latin America and Caribbean,1,5.975,9.1644,0.877,66.772,0.8300000000000001,-0.0706,0.8938,0.08519992799999976
Jamaica,2021,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,Latin America and Caribbean,1,5.985,9.1328500762,0.8891403732000001,66.947999694,0.8424137052,-0.0828213534,0.8897780055999999,0.32399999999999984
Japan,2017,5.911,10.618,0.882,74.9,0.849,-0.206,0.659,East Asia,1,5.911,10.618,0.882,74.9,0.849,-0.206,0.659,0.0
Japan,2018,5.794,10.623,0.886,75.0,0.773,-0.261,0.687,East Asia,1,5.794,10.623,0.886,75.0,0.773,-0.261,0.687,0.0
Japan,2019,5.908,10.632,0.878,75.1,0.806,-0.255,0.617,East Asia,1,5.908,10.632,0.878,75.1,0.806,-0.255,0.617,0.0
Japan,2020,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,East Asia,1,5.879,10.6112,0.8938,74.9,0.8192,-0.1878,0.663,0.008199981999999828
Japan,2021,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,East Asia,1,5.836,10.609537806,0.885909187,74.96019378599999,0.8147922758,-0.2061820698,0.6631116126000001,0.10400000000000009
Jordan,2017,4.808,9.194,0.815,66.6,0.766,-0.152,0.7147814413333333,Middle East and North Africa,1,4.808,9.194,0.815,66.6,0.766,-0.152,0.7147814413333333,0.0
Jordan,2018,4.639,9.196,0.8,66.8,0.762,-0.186,0.7147814413333333,Middle East and North Africa,1,4.639,9.196,0.8,66.8,0.762,-0.186,0.7147814413333333,0.0
Jordan,2019,4.453,9.201,0.793,67.0,0.726,-0.165,0.7147814413333333,Middle East and North Africa,1,4.453,9.201,0.793,67.0,0.726,-0.165,0.7147814413333333,0.0
Jordan,2020,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,Middle East and North Africa,1,5.19,9.199,0.8116,66.6,0.7584000000000001,-0.1173999999999999,0.7147814413333333,0.5566000370000008
Jordan,2021,4.395,9.182,0.767,67.0,0.755,-0.167,0.705,Middle East and North Africa,1,5.139,9.1627998138,0.806032744,66.719950256,0.755209558,-0.1407130404,0.7118940178666666,0.7440000000000007
Kazakhstan,2017,5.882,10.121,0.914,64.0,0.745,-0.035,0.755,Commonwealth of Independent States,1,5.882,10.121,0.914,64.0,0.745,-0.035,0.755,0.0
Kazakhstan,2018,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,Commonwealth of Independent States,1,6.008,10.148,0.937,64.6,0.84,-0.098,0.824,0.0
Kazakhstan,2019,6.272,10.179,0.951,65.2,0.852,-0.055,0.708,Commonwealth of Independent States,1,6.272,10.179,0.951,65.2,0.852,-0.055,0.708,0.0
Kazakhstan,2020,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,Commonwealth of Independent States,1,5.818,10.1282,0.9322,64.0,0.792,-0.0522,0.7405999999999999,0.23989995200000003
Kazakhstan,2021,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,Commonwealth of Independent States,1,5.821,10.131531672,0.932948979,64.361992492,0.8063203873999999,-0.058497727,0.7506981685999999,0.3310000000000004
Kenya,2017,4.476,8.306,0.715,59.5,0.853,0.234,0.854,Sub-Saharan Africa,0,4.476,8.306,0.715,59.5,0.853,0.234,0.854,0.0
Kenya,2018,4.656,8.344,0.707,60.1,0.821,0.291,0.844,Sub-Saharan Africa,0,4.656,8.344,0.707,60.1,0.821,0.291,0.844,0.0
Kenya,2019,4.619,8.373,0.676,60.7,0.818,0.31,0.794,Sub-Saharan Africa,0,4.619,8.373,0.676,60.7,0.818,0.31,0.794,0.0
Kenya,2020,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,Sub-Saharan Africa,0,4.691,8.310799999999999,0.7162,59.5,0.8068,0.2708,0.8346,0.10799981699999961
Kenya,2021,4.607,8.361,0.688,60.704,0.779,0.287,0.825,Sub-Saharan Africa,0,4.657,8.266955124,0.7013304074,59.859386292,0.8141495115999999,0.2855363038,0.8302998318,0.04999999999999982
Kosovo,2017,6.149,9.262,0.792,63.849277635,0.858,0.117,0.925,Central and Eastern Europe,1,6.149,9.262,0.792,63.849277635,0.858,0.117,0.925,0.0
Kosovo,2018,6.392,9.296,0.822,63.849277635,0.89,0.269,0.922,Central and Eastern Europe,1,6.392,9.296,0.822,63.849277635,0.89,0.269,0.922,0.0
Kosovo,2019,6.425,9.339,0.843,63.849277635,0.841,0.247,0.92,Central and Eastern Europe,1,6.425,9.339,0.843,63.849277635,0.841,0.247,0.92,0.0
Kosovo,2020,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,Central and Eastern Europe,1,5.381,9.2614,0.8172,63.849277635,0.7954000000000001,0.1878,0.9118,0.944200081
Kosovo,2021,6.372,9.318,0.821,63.813,0.869,0.257,0.917,Central and Eastern Europe,1,5.44,9.2658859252,0.8203453028000001,63.856533162000005,0.8555071814000001,0.1897867527999999,0.9260656586,0.9319999999999995
Kuwait,2017,6.094,10.837,0.853,66.5,0.884,-0.005,0.6435698118,Middle East and North Africa,1,6.094,10.837,0.853,66.5,0.884,-0.005,0.6435698118,0.0
Kuwait,2019,6.106,10.817,0.842,66.9,0.867,-0.104,0.6435698118,Middle East and North Africa,1,6.106,10.817,0.842,66.9,0.867,-0.104,0.6435698118,0.0
Kuwait,2020,6.102099895,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,Middle East and North Africa,1,6.102,10.8842,0.8454086407999999,66.32000000000001,0.8487884816,-0.0286546175249999,0.6435698118,9.989499999996099e-05
Kuwait,2021,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,Middle East and North Africa,1,6.089,10.913164936,0.8418950488,66.513529358,0.8572732975999999,-0.0404369402,0.66702566124,0.01699999999999946
Kyrgyzstan,2017,5.63,8.526,0.883,63.8,0.859,0.143,0.874,Commonwealth of Independent States,1,5.63,8.526,0.883,63.8,0.859,0.143,0.874,0.0
Kyrgyzstan,2018,5.297,8.543,0.898,64.1,0.945,0.267,0.907,Commonwealth of Independent States,1,5.297,8.543,0.898,64.1,0.945,0.267,0.907,0.0
Kyrgyzstan,2019,5.685,8.567,0.877,64.4,0.92,-0.002,0.885,Commonwealth of Independent States,1,5.685,8.567,0.877,64.4,0.92,-0.002,0.885,0.0
Kyrgyzstan,2020,5.541500092,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,Commonwealth of Independent States,1,5.23,8.5226,0.8858,63.8,0.8702,0.1328,0.8882,0.3115000919999993
Kyrgyzstan,2021,5.744,8.538,0.893,64.401,0.935,0.119,0.908,Commonwealth of Independent States,1,5.22,8.456881014999999,0.8918456978,63.981202088,0.8894749786,0.1237544116,0.8942792168,0.524
Laos,2017,4.623,8.89,0.707,58.3,0.891,0.073,0.592,Southeast Asia,1,4.623,8.89,0.707,58.3,0.891,0.073,0.592,0.0
Laos,2018,4.859,8.935,0.705,58.7,0.907,0.141,0.634,Southeast Asia,1,4.859,8.935,0.705,58.7,0.907,0.141,0.634,0.0
Laos,2019,5.197,8.965,0.729,59.1,0.906,0.061,0.62,Southeast Asia,1,5.197,8.965,0.729,59.1,0.906,0.061,0.62,0.0
Laos,2020,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,Southeast Asia,1,4.915,8.7898,0.705,57.8,0.8973071189666667,0.1931999999999999,0.6107893105666666,0.026400126999999607
Laos,2021,5.03,8.947,0.728,58.968,0.91,0.123,0.658,Southeast Asia,1,4.905,8.839916034,0.7143004434,58.281984558,0.9023498327666668,0.1236742959999999,0.6203251739666668,0.125
Latvia,2017,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,Central and Eastern Europe,1,5.978,10.257,0.895,66.5,0.7,-0.154,0.798,0.0
Latvia,2018,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,Central and Eastern Europe,1,5.901,10.307,0.913,66.8,0.608,-0.212,0.799,0.0
Latvia,2019,5.97,10.336,0.936,67.1,0.698,-0.194,0.789,Central and Eastern Europe,1,5.97,10.336,0.936,67.1,0.698,-0.194,0.789,0.0
Latvia,2020,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,Central and Eastern Europe,1,5.666,10.2592,0.908,66.5,0.6694000000000001,-0.1586,0.8124,0.283999809
Latvia,2021,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,Central and Eastern Europe,1,5.662,10.257263934,0.9158577178,66.68149292000001,0.6724475296,-0.1805777688,0.8099160178,0.3700000000000001
Lebanon,2017,5.154,9.681,0.777,66.6,0.605,-0.074,0.911,Middle East and North Africa,1,5.154,9.681,0.777,66.6,0.605,-0.074,0.911,0.0
Lebanon,2018,5.167,9.656,0.829,67.1,0.607,-0.066,0.907,Middle East and North Africa,1,5.167,9.656,0.829,67.1,0.607,-0.066,0.907,0.0
Lebanon,2019,4.024,9.597,0.866,67.6,0.447,-0.081,0.89,Middle East and North Africa,1,4.024,9.597,0.866,67.6,0.447,-0.081,0.89,0.0
Lebanon,2020,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,Middle East and North Africa,1,5.147,9.664,0.8084,66.6,0.5826,-0.0234,0.89,0.3754998890000003
Lebanon,2021,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,Middle East and North Africa,1,5.116,9.59654478,0.8248676276000001,66.901316528,0.5734715016,-0.0502430539999999,0.8926512500000001,0.532
Lesotho,2017,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,Sub-Saharan Africa,0,3.795,7.931,0.769,47.3,0.757,-0.145,0.797,0.0
Lesotho,2019,3.512,7.926,0.79,48.7,0.716,-0.131,0.915,Sub-Saharan Africa,0,3.512,7.926,0.79,48.7,0.716,-0.131,0.915,0.0
Lesotho,2020,3.652800083,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,Sub-Saharan Africa,0,4.374,8.2426,0.8058,51.139,0.6689999999999999,-0.107,0.8242,0.7211999169999999
Lesotho,2021,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,Sub-Saharan Africa,0,4.211,7.909497663800001,0.7922991406000001,47.26872479199999,0.7116251722,-0.121546409,0.8160784146000001,0.6990000000000003
Liberia,2017,4.424,7.324,0.685,55.3,0.733,-0.012,0.867,Sub-Saharan Africa,0,4.424,7.324,0.685,55.3,0.733,-0.012,0.867,0.0
Liberia,2018,4.135,7.311,0.727,56.1,0.766,0.05,0.868,Sub-Saharan Africa,0,4.135,7.311,0.727,56.1,0.766,0.05,0.868,0.0
Liberia,2019,5.121,7.264,0.712,56.9,0.706,0.051,0.828,Sub-Saharan Africa,0,5.121,7.264,0.712,56.9,0.706,0.051,0.828,0.0
Liberia,2020,4.557899952,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,Sub-Saharan Africa,0,3.928,7.3176,0.681,55.3,0.7278,0.0122,0.8734,0.6298999519999997
Liberia,2021,4.625,7.288,0.72,56.498,0.735,0.05,0.85,Sub-Saharan Africa,0,3.956,7.2554760834,0.6952561100000001,55.779262696,0.7406537423999999,0.032854644,0.8640751866,0.669
Libya,2017,5.647,9.491,0.823,62.3,0.779,-0.019,0.673,Middle East and North Africa,1,5.647,9.491,0.823,62.3,0.779,-0.019,0.673,0.0
Libya,2018,5.494,9.617,0.824,62.3,0.781,-0.101,0.646,Middle East and North Africa,1,5.494,9.617,0.824,62.3,0.781,-0.101,0.646,0.0
Libya,2019,5.33,9.627,0.827,62.3,0.762,-0.073,0.686,Middle East and North Africa,1,5.33,9.627,0.827,62.3,0.762,-0.073,0.686,0.0
Libya,2020,5.488800049,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,Middle East and North Africa,1,5.39,9.4622,0.8436,62.3,0.7838,-0.0652,0.6764519423333333,0.09880004900000028
Libya,2021,5.41,9.622,0.827,62.3,0.771,-0.087,0.667,Middle East and North Africa,1,5.397,9.5585631806,0.8351885868,62.29999984799999,0.7834314002,-0.0734108974,0.6724817981666666,0.0129999999999999
Lithuania,2017,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,Central and Eastern Europe,1,6.273,10.429,0.926,66.7,0.749,-0.174,0.79,0.0
Lithuania,2018,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,Central and Eastern Europe,1,6.309,10.474,0.929,67.3,0.699,-0.237,0.852,0.0
Lithuania,2019,6.064,10.518,0.918,67.9,0.78,-0.251,0.783,Central and Eastern Europe,1,6.064,10.518,0.918,67.9,0.78,-0.251,0.783,0.0
Lithuania,2020,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,Central and Eastern Europe,1,5.734,10.4258,0.9280000000000002,66.7,0.6965999999999999,-0.2364,0.8596,0.48149987800000016
Lithuania,2021,6.255,10.499,0.935,67.906,0.773,-0.203,0.826,Central and Eastern Europe,1,5.764,10.427525204,0.9274214218,67.058815002,0.7178762898,-0.2295450591999999,0.8367167685999999,0.49099999999999966
Luxembourg,2017,7.061,11.634,0.905,72.6,0.903,0.044,0.33,Western Europe,2,7.061,11.634,0.905,72.6,0.903,0.044,0.33,0.0
Luxembourg,2018,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,Western Europe,2,7.243,11.645,0.902,72.6,0.884,-0.022,0.385,0.0
Luxembourg,2019,7.404,11.648,0.912,72.6,0.93,-0.045,0.39,Western Europe,2,7.404,11.648,0.912,72.6,0.93,-0.045,0.39,0.0
Luxembourg,2020,7.237500191,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,Western Europe,2,7.191,11.6368,0.9188,72.6,0.9062,0.0096,0.3671999999999999,0.0465001909999998
Luxembourg,2021,7.324,11.647,0.908,72.6,0.907,-0.034,0.386,Western Europe,2,7.144,11.603536146,0.9133824416,72.59999969399999,0.9009272860000002,-0.0017241175999999,0.3656168589999999,0.17999999999999972
Madagascar,2017,4.079,7.368,0.626,58.7,0.57,-0.033,0.847,Sub-Saharan Africa,0,4.079,7.368,0.626,58.7,0.57,-0.033,0.847,0.0
Madagascar,2018,4.071,7.386,0.666,59.1,0.551,0.003,0.889,Sub-Saharan Africa,0,4.071,7.386,0.666,59.1,0.551,0.003,0.889,0.0
Madagascar,2019,4.339,7.406,0.701,59.5,0.55,-0.012,0.72,Sub-Saharan Africa,0,4.339,7.406,0.701,59.5,0.55,-0.012,0.72,0.0
Madagascar,2020,4.165599823,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,Sub-Saharan Africa,0,3.775,7.372,0.6772,58.7,0.5572000000000001,-0.0304,0.8362,0.39059982300000007
Madagascar,2021,4.208,7.396,0.686,59.305,0.552,-0.005,0.803,Sub-Saharan Africa,0,3.78,7.359537165799999,0.6814391806,58.941085358,0.5597148185999999,-0.0245647278,0.8274971261999999,0.4280000000000004
Malawi,2017,3.417,6.945,0.555,56.9,0.848,0.025,0.735,Sub-Saharan Africa,0,3.417,6.945,0.555,56.9,0.848,0.025,0.735,0.0
Malawi,2018,3.335,6.949,0.528,57.6,0.799,0.073,0.766,Sub-Saharan Africa,0,3.335,6.949,0.528,57.6,0.799,0.073,0.766,0.0
Malawi,2019,3.869,6.966,0.549,58.3,0.765,0.004,0.68,Sub-Saharan Africa,0,3.869,6.966,0.549,58.3,0.765,0.004,0.68,0.0
Malawi,2020,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,Sub-Saharan Africa,0,3.662,6.945400000000001,0.53,56.9,0.8046,0.0452,0.768,0.12399989300000014
Malawi,2021,3.6,6.958,0.537,57.948,0.78,0.038,0.729,Sub-Saharan Africa,0,3.69,6.970845259000001,0.5400014602000001,57.318577576,0.8050446386000001,0.0378866557999999,0.7473401556000001,0.08999999999999986
Malaysia,2018,5.339,10.223,0.789,67.0,0.875,0.127,0.894,Southeast Asia,1,5.339,10.223,0.789,67.0,0.875,0.127,0.894,0.0
Malaysia,2019,5.428,10.252,0.842,67.2,0.916,0.123,0.782,Southeast Asia,1,5.428,10.252,0.842,67.2,0.916,0.123,0.782,0.0
Malaysia,2020,5.384300232,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,Southeast Asia,1,5.581,10.1424,0.8286,66.584,0.8130000000000001,0.195,0.8228000000000002,0.19669976800000022
Malaysia,2021,5.384,10.238,0.817,67.102,0.895,0.125,0.839,Southeast Asia,1,5.581,10.187503776000002,0.8257018852,66.788431518,0.8337253712000001,0.1651453594,0.8396604602,0.19700000000000006
Maldives,2018,5.198,9.826,0.913,70.6,0.855,0.024,0.8246055305,South Asia,0,5.198,9.826,0.913,70.6,0.855,0.024,0.8246055305,0.0
Maldives,2020,5.197599888,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,South Asia,0,5.785,10.160303776,0.8355018852,67.800831518,0.8871253712,0.1027453594,0.8357815663,0.5874001120000001
Maldives,2021,5.198,9.826,0.913,70.6,0.854,0.024,0.825,South Asia,0,5.764,10.0194303538,0.8603340692,68.52083121199999,0.882917927,0.084962459,0.8218237785,0.5659999999999998
Mali,2017,4.742,7.718,0.741,51.2,0.753,-0.069,0.863,Sub-Saharan Africa,0,4.742,7.718,0.741,51.2,0.753,-0.069,0.863,0.0
Mali,2018,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,Sub-Saharan Africa,0,4.416,7.733,0.692,51.7,0.737,-0.034,0.793,0.0
Mali,2019,4.988,7.752,0.755,52.2,0.67,-0.038,0.846,Sub-Saharan Africa,0,4.988,7.752,0.755,52.2,0.67,-0.038,0.846,0.0
Mali,2020,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,Sub-Saharan Africa,0,4.159,7.7134,0.7708,51.2,0.6980000000000001,-0.0558,0.8328,0.5703000220000005
Mali,2021,4.723,7.744,0.724,51.969,0.697,-0.036,0.827,Sub-Saharan Africa,0,4.127,7.705570459,0.7510937952,51.505396424,0.71351323,-0.0510733852,0.8406656816,0.5960000000000001
Malta,2017,6.676,10.635,0.937,72.2,0.924,0.253,0.69,Western Europe,2,6.676,10.635,0.937,72.2,0.924,0.253,0.69,0.0
Malta,2018,6.91,10.67,0.932,72.2,0.927,0.179,0.595,Western Europe,2,6.91,10.67,0.932,72.2,0.927,0.179,0.595,0.0
Malta,2019,6.733,10.677,0.922,72.2,0.924,0.087,0.689,Western Europe,2,6.733,10.677,0.922,72.2,0.924,0.087,0.689,0.0
Malta,2020,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,Western Europe,2,6.831,10.6294,0.9280000000000002,72.2,0.9206,0.2421999999999999,0.6668,0.05820003100000015
Malta,2021,6.602,10.674,0.931,72.2,0.927,0.133,0.653,Western Europe,2,6.809,10.622967654000002,0.930275902,72.19999939,0.9231822878,0.2157931609999999,0.6657094563999999,0.20699999999999985
Mauritania,2017,4.678,8.533,0.779,56.7,0.527,-0.153,0.777,Sub-Saharan Africa,0,4.678,8.533,0.779,56.7,0.527,-0.153,0.777,0.0
Mauritania,2018,4.314,8.526,0.802,57.0,0.467,-0.112,0.711,Sub-Saharan Africa,0,4.314,8.526,0.802,57.0,0.467,-0.112,0.711,0.0
Mauritania,2019,4.153,8.556,0.798,57.3,0.628,-0.102,0.743,Sub-Saharan Africa,0,4.153,8.556,0.798,57.3,0.628,-0.102,0.743,0.0
Mauritania,2020,4.374599934,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,Sub-Saharan Africa,0,4.402,8.536599999999998,0.8078,56.7,0.5072,-0.0974,0.7575999999999999,0.027400066000000223
Mauritania,2021,4.227,8.542,0.795,57.161,0.561,-0.106,0.731,Sub-Saharan Africa,0,4.338,8.4749838288,0.7909638456000001,56.882035522,0.5281045106,-0.1296016283999999,0.7638447018,0.11099999999999977
Mauritius,2017,6.174,9.972,0.91,66.1,0.912,0.087,0.818,Sub-Saharan Africa,0,6.174,9.972,0.91,66.1,0.912,0.087,0.818,0.0
Mauritius,2018,5.882,10.008,0.909,66.4,0.867,-0.073,0.785,Sub-Saharan Africa,0,5.882,10.008,0.909,66.4,0.867,-0.073,0.785,0.0
Mauritius,2019,6.241,10.043,0.913,66.7,0.893,-0.053,0.81,Sub-Saharan Africa,0,6.241,10.043,0.913,66.7,0.893,-0.053,0.81,0.0
Mauritius,2020,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.805343091,Sub-Saharan Africa,0,5.633,9.9646,0.8706000000000002,66.06,0.8629999999999999,0.0552,0.8366,0.4682997630000001
Mauritius,2021,6.049,10.008,0.905,66.701,0.867,-0.054,0.789,Sub-Saharan Africa,0,5.677,9.9829572312,0.8956715666000001,66.28086852999999,0.8761069065999999,0.0163362854,0.8218686182000001,0.3720000000000008
Mexico,2017,6.41,9.893,0.8,68.0,0.861,-0.202,0.801,Latin America and Caribbean,1,6.41,9.893,0.8,68.0,0.861,-0.202,0.801,0.0
Mexico,2018,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,Latin America and Caribbean,1,6.55,9.903,0.858,68.3,0.816,-0.179,0.809,0.0
Mexico,2019,6.432,9.891,0.852,68.6,0.903,-0.141,0.809,Latin America and Caribbean,1,6.432,9.891,0.852,68.6,0.903,-0.141,0.809,0.0
Mexico,2020,6.465000153,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,Latin America and Caribbean,1,6.154,9.8876,0.8328,68.0,0.8102,-0.1654,0.7872000000000001,0.31100015300000017
Mexico,2021,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,Latin America and Caribbean,1,6.189,9.8737594406,0.8483330852,68.179805298,0.8381418552,-0.1700533246,0.806964317,0.1280000000000001
Moldova,2017,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,Commonwealth of Independent States,1,5.326,9.363,0.831,64.3,0.553,-0.053,0.926,0.0
Moldova,2018,5.682,9.423,0.892,65.0,0.824,-0.084,0.929,Commonwealth of Independent States,1,5.682,9.423,0.892,65.0,0.824,-0.084,0.929,0.0
Moldova,2019,5.803,9.475,0.809,65.7,0.784,-0.092,0.884,Commonwealth of Independent States,1,5.803,9.475,0.809,65.7,0.784,-0.092,0.884,0.0
Moldova,2020,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,Commonwealth of Independent States,1,5.102,9.3614,0.8417999999999999,64.3,0.6626,-0.0732,0.9302,0.5055000759999997
Moldova,2021,5.766,9.454,0.857,65.699,0.822,-0.079,0.918,Commonwealth of Independent States,1,5.097,9.267542865,0.8424627150000001,64.72260315000001,0.687921835,-0.0627482078,0.9242628565999998,0.6689999999999996
Mongolia,2017,5.334,9.334,0.924,62.1,0.675,0.119,0.865,East Asia,1,5.334,9.334,0.924,62.1,0.675,0.119,0.865,0.0
Mongolia,2018,5.465,9.386,0.942,62.3,0.696,0.054,0.849,East Asia,1,5.465,9.386,0.942,62.3,0.696,0.054,0.849,0.0
Mongolia,2019,5.563,9.418,0.946,62.5,0.711,0.149,0.873,East Asia,1,5.563,9.418,0.946,62.5,0.711,0.149,0.873,0.0
Mongolia,2020,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,East Asia,1,5.293,9.3492,0.933,62.1,0.7056,0.1169999999999999,0.8774000000000001,0.1632001230000002
Mongolia,2021,5.677,9.4,0.935,62.5,0.708,0.116,0.856,East Asia,1,5.3,9.3700373246,0.9392284982,62.220897064,0.7070702656,0.1020187734,0.870102241,0.3769999999999998
Montenegro,2017,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,Central and Eastern Europe,1,5.615,9.885,0.881,68.3,0.626,-0.083,0.756,0.0
Montenegro,2018,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,Central and Eastern Europe,1,5.65,9.934,0.856,68.5,0.626,-0.051,0.769,0.0
